stock_code,current_amount,cost_price,income_balance,last_price
603187,1900,0,44981.7,60.9
603198,12624,0,-30031.59,34.58
603218,52228,0,-120762.71,29.09
603220,100,0,60.97,14.39
603223,0,0,0,
603225,3100,0,10.23,13.39
603228,100,0,54.51,29.4
603229,1800,0,-6942.97,36.92
603232,200,0,-5332.3,26.4
603233,400,0,-313.44,79.18
603236,100,0,872.39,187.08
603238,100,0,-98.71,31.37
603239,0,0,0,
603256,1500,0,132.61,9.08
603258,300,0,192.75,30.87
603260,1800,0,-11620.85,32.81
603267,1100,0,-1095.38,124
603277,3400,0,-6441.7,12.12
603288,3700,0,30850.14,197.39
603297,100,0,-72.54,35.9
603298,2800,0,15707.27,22.09
603299,3600,0,861.43,6.71
719,100,0,4.9,6.84
723,30300,0,4566.2,6.4
725,115000,0,-91076.44,5.59
728,1200,0,-79.91,8.52
729,40181,0,14317.02,8.42
733,10800,0,-195042.06,55.91
736,100,0,-336.97,6.67
738,10700,0,-20105.7,21.83
739,2900,0,-1056.95,22.72
750,3300,0,-68280.67,5.51
758,22700,0,-5237.53,4.99
300726,1000,0,20161.81,70.31
300729,500,0,-5231.14,41.97
300737,900,0,-24111,20.84
300738,100,0,271.81,33.42
300739,300,0,-399.53,19.17
300740,4100,0,-2473.57,16.5
300741,1000,0,-21104.56,54.27
300747,14638,0,-106708.98,82.02
300758,100,0,-42.21,22.19
300759,1400,0,8341.96,119.02
300760,0,0,0,
300761,100,0,84.53,31.77
300762,200,0,-68.69,40.05
300765,100,0,-154.24,18.15
300766,3700,0,-28420.7,15.96
300767,100,0,59.54,71.3
300768,100,0,-309.62,36.36
300770,1100,0,-7325.66,67.68
300772,3000,0,2533.24,15.57
300773,1800,0,-2014.24,28.33
300775,3200,0,5640.71,37.21
300777,1700,0,-454.18,47.66
300781,19100,0,-705283.33,30
300782,1300,0,318953.3,579.74
300783,400,0,-199.26,40.35
300787,0,0,0,
300791,100,0,-329.31,84.3
300792,100,0,247.51,107.7
300800,400,0,-159.68,27.62
2913,100,0,-338.17,59.17
2916,400,0,3978.93,106.98
2918,900,0,8293.2,32.98
2919,0,0,0,
2920,2800,0,3477.94,76.76
2925,100,0,-2709.27,61.49
2930,100,0,-4817.16,19.69
2931,0,0,0,
2932,0,0,0,
2933,100,0,-29.5,33.35
2935,5200,0,4231.24,27.39
2938,11300,0,-70155.65,49.6
2939,0,0,0,
2942,100,0,-433.01,28.08
2946,28800,0,-81070.99,17.82
2949,100,0,-3652.08,18.79
2956,1100,0,376.77,28.7
2957,0,0,0,
2959,1000,0,-32327.35,110.75
2961,0,0,0,
2962,0,0,0,
2966,400,0,3.55,7.49
2967,3000,0,10439.57,34.1
2968,100,0,-213.76,48.75
2970,100,0,84.25,50.58
300003,1000,0,-3224.09,26.84
300006,500,0,-2675.42,7.41
300007,200,0,-137.23,15.54
300008,22000,0,-24087.48,5.41
300801,0,0,0,
300009,0,0,0,
300010,8000,0,1069.19,9.86
300011,0,0,0,
300012,3200,0,3649.31,26.32
300015,3700,0,-2959.24,71.46
300017,700,0,-46.17,6.74
300019,4300,0,-12730.99,17.44
300020,100,0,-44.02,8.01
300021,1100,0,-125.63,5.49
300026,4000,0,-21.93,4.55
300027,0,0,0,
300031,200,0,94.77,18.29
300033,200,0,-742.77,117.49
300034,21100,0,-30107.14,32.46
300036,100,0,-807.2,17.75
300037,5800,0,-20280.77,96.8
300038,700,0,-796.5,3.93
300041,400,0,205.21,13.81
300053,400,0,-2822.86,8.7
300057,1200,0,-861.01,5.07
300058,1100,0,298.45,5.95
300059,53600,0,-94957.07,27.59
300061,700,0,-241.62,4.82
300062,0,0,0,
300063,500,0,-8.78,5.15
300065,0,0,0,
300066,300,0,2.79,4.58
300067,0,0,0,
300068,1900,0,-407.64,14.17
300070,200,0,-340.04,7.56
300072,2000,0,-173.75,5.73
300073,10000,0,114278.76,59.34
300077,800,0,-110.1,7.96
300078,800,0,-425.13,8.82
300079,0,0,0,
300082,1900,0,2198.69,9.94
300083,63000,0,41717.72,11.7
300088,1000,0,-1023,8.81
300095,1800,0,-934.05,10.61
300100,0,0,0,
300102,5900,0,-785.52,5.89
300103,0,0,0,
300107,0,0,0,
300110,4300,0,125.93,4.79
300113,1600,0,-476.08,16.69
300114,400,0,238.93,14.51
300119,100,0,-109.68,18.65
300121,10600,0,1749.87,11.46
300122,8900,0,417713.06,144.69
300124,3600,0,430686.42,86.2
300127,500,0,-692.94,16.97
300129,44500,0,11382.95,7.65
300131,8000,0,-4466.94,8.34
300132,1000,0,2022.54,17.86
300133,600,0,89.46,6.08
300134,100,0,40.55,10.47
300136,14400,0,-15078.89,37.33
300138,11200,0,22820.8,19.53
2043,0,0,0,
2044,3800,0,-31614.72,10.92
2045,200,0,26.56,8.39
2049,4900,0,-15739.15,127.51
2050,18840,0,48311.98,23.7
2051,100,0,-466.23,7.16
2053,200,0,-17.22,7.43
2055,0,0,0,
2056,10300,0,1374.86,14.13
2057,400,0,-574.23,6.99
2059,100,0,0.93,4.49
2061,200,0,-6.16,5.13
2062,100,0,2.94,4.17
2064,76400,0,-4655.75,10.1
2065,700,0,216.17,8.17
2068,500,0,-204.29,5.78
2073,400,0,-267.49,4.68
2074,39000,0,-45854.18,35.42
2075,5000,0,-1108.22,11.02
2078,8100,0,-40024.41,13.73
2080,19900,0,32203.06,23.65
2081,3000,0,-4799.54,9.46
2084,2000,0,-1355.56,7.02
2085,8300,0,881.95,6.33
2088,500,0,-96395.16,10.88
2092,700,0,-342.66,5.75
2093,200,0,-141.94,7.23
2096,8900,0,-31853.12,7.18
2099,4200,0,-4947.89,8.44
300142,60200,0,74492.58,38.36
300143,2800,0,-1277.66,18.41
300144,2100,0,-7208.89,16.96
300146,700,0,-202.52,23.76
300149,500,0,-2615.95,14.09
300151,600,0,297.6,24.95
300155,0,0,0,
300158,300,0,-50.25,5.56
300159,70800,0,-15170.05,4.38
300166,300,0,41.6,10.84
300170,400,0,-295.51,7.79
300171,0,0,0,
300173,2200,0,-135.29,7.11
300180,200,0,15.83,5.89
300181,800,0,31.29,5.93
300182,6500,0,-14610.68,3.23
300184,0,0,0,
300185,0,0,0,
300188,7400,0,-10670.45,21.15
300190,500,0,-240.91,7.54
300192,200,0,-1321.17,14.09
300193,0,0,0,
300194,0,0,0,
300196,2600,0,4252.49,16.96
300198,3100,0,-912.54,5.14
300199,0,0,0,
300206,900,0,-177.44,17.98
300207,12400,0,60925.51,29.35
300213,0,0,0,
300802,200,0,-204.83,30.38
300805,100,0,-39.28,18.5
300806,0,0,0,
2100,600,0,-1222.31,11.67
2101,100,0,-41.05,6.86
2106,900,0,-2701.44,11.1
2108,15900,0,7117.97,5.28
2111,100,0,-582.25,14.78
2115,200,0,-58.19,6.09
2120,100,0,21.77,15.42
2123,3500,0,-1193.58,14.08
2124,800,0,-73.64,14.53
2126,45500,0,-15836.41,13.15
2127,4700,0,-3541.38,13.83
2128,17000,0,-11366.57,10.78
2130,1300,0,146.12,5.61
2135,200,0,-7.06,6.53
2138,900,0,-8699.32,23.9
2139,2434,0,18698.86,7.86
2140,300,0,-24.3,6.69
2145,400,0,-4.32,5.39
2149,16740,0,21508.89,17.43
2151,0,0,0,
2152,200,0,-800.97,10.66
2153,400,0,-4832.62,30.56
2155,600,0,-163.69,8.35
2156,1100,0,-144574.97,23.98
2157,200,0,618.09,16.89
2158,800,0,383.26,14.94
2161,1200,0,-37.35,5.42
2163,4000,0,-4420.58,20
2169,3100,0,-1013.17,7.3
300214,200,0,-29.26,8.28
300215,0,0,0,
300219,0,0,0,
300220,5700,0,-12684.72,18.95
300222,0,0,0,
300225,16060,0,-171766.51,15.5
300229,0,0,0,
300230,0,0,0,
300231,300,0,-149.25,8.66
300232,4400,0,-735.66,9.28
300233,0,0,0,
300236,0,0,0,
300238,2800,0,-9378.44,25
300241,10900,0,-14808.27,6.54
300244,46,0,-138544.91,33.39
300246,0,0,0,
300248,1100,0,-1021.91,8.62
300251,0,0,0,
300253,6200,0,-11808.42,15.87
300255,0,0,0,
300256,400,0,-33.72,6.03
300257,600,0,-1202.44,13.43
300258,2600,0,-2332.46,15.18
300259,400,0,-56.83,4.91
300260,0,0,0,
300261,1900,0,-39.64,5.73
300263,1400,0,-0.61,6.62
300267,0,0,0,
300271,400,0,-4301.62,23.23
2171,500,0,-337.48,8.33
2174,1400,0,-2119.17,12.27
2180,900,0,-1029.48,26.43
2182,14500,0,-10806.53,13.04
2183,300,0,-28.44,4.39
2185,1900,0,-17918.31,13.4
2189,15800,0,535.49,20.07
2191,900,0,-470.54,9.29
2194,0,0,0,
2202,49500,0,-13720.89,13.85
2203,0,0,0,
2206,2000,0,-121.2,3.94
2212,10300,0,-3613.85,20.69
2214,2100,0,12427.68,26.53
2216,1300,0,76.03,24.62
2218,18900,0,9034.59,5.17
2221,3500,0,-41085.49,9.79
2223,200,0,35.18,27.54
2225,0,0,0,
2227,1800,0,-1801.07,15.02
2228,800,0,15.49,4.29
2230,1200,0,-2061.98,37.06
2236,1100,0,468.25,19.49
2237,300,0,-111.6,12.93
2238,3700,0,-545.64,6.99
2239,0,0,0,
2241,23000,0,3004.06,38.5
2242,3200,0,-9093.75,32.5
2243,400,0,-179.96,11.01
300273,7200,0,-34.25,5.88
300274,3046,0,1452395.76,66.3
300276,0,0,0,
300280,5,0,-41925.24,46.86
300284,0,0,0,
300286,200,0,4.5,15.17
300291,0,0,0,
300293,1200,0,-374.97,16.17
2244,2000,0,-1011.53,4.58
2245,55082,0,284466.38,12.9
2249,2100,0,1183.6,4.51
2250,2500,0,-1378.69,24.52
2252,800,0,-220.85,7.29
2254,400,0,-5173.12,15.29
2258,3733,0,-28230.74,20.82
2262,900,0,-21374.6,15.84
2266,400,0,243.01,4.57
2267,900,0,77.23,6.66
2268,0,0,0,
2270,100,0,-33.49,5.32
2273,500,0,-222.97,11.15
2274,0,0,0,
2275,0,0,0,
2276,1000,0,-78.54,7.91
2279,500,0,44.67,4.54
2281,300,0,-543.81,28.84
2282,700,0,-286.12,9.43
2283,0,0,0,
2284,13400,0,-633.59,6.42
2285,1700,0,59.08,4.65
2286,4900,0,-88995,10.93
2288,23900,0,1258.24,7.33
2291,4200,0,-1592.18,15.9
2292,1900,0,-417.27,5.89
2293,100,0,9.28,11.81
2294,5200,0,-2558.63,28.41
2298,300,0,-39.42,8.89
380196,18,0,0,0
2300,200,0,54.14,6.58
2301,100,0,-40.41,13.19
2302,0,0,0,
2303,200,0,5.88,4.05
2304,4500,0,34764.08,225.54
2307,100,0,-7.32,4.8
2310,3000,0,28.14,4.14
2311,2900,0,10269.6,65.1
2312,100,0,-22.09,5.52
2313,200,0,21.72,11.61
2315,100,0,53.76,16.29
2317,1600,0,-78.46,11.1
2318,2475,0,-27045.65,10.47
2322,100,0,-49.18,10.97
2324,2600,0,-213.4,16.09
2327,100,0,5.89,7.56
2329,0,0,0,
2332,100,0,-16.2,13.04
2334,0,0,0,
2335,8930,0,17814.26,22.59
2340,481518,0,54885.98,6.31
2345,0,0,0,
2349,600,0,-77.38,4.92
2351,0,0,0,
2352,5500,0,-2223.57,85.15
2353,300,0,-77.52,33.52
2362,0,0,0,
2367,800,0,-328.5,9.68
2371,11504,0,13914.04,175.77
2372,200,0,-90.55,17.95
2373,6100,0,376.33,18.7
2375,200,0,-8.13,7.28
2376,100,0,14.86,9.17
2378,10800,0,-10213.38,5.58
2380,100,0,-208.1,14.33
2381,200,0,-248.29,8.4
2382,0,0,0,
2384,8870,0,-142210.52,26.58
2386,1400,0,-213.45,5.52
2389,4900,0,69612.96,31.47
2390,4800,0,1851.18,7.88
2391,100,0,-18.11,7.12
2392,1000,0,-285.71,4.45
2396,700,0,-275.09,22.98
2398,100,0,-11.12,7.68
2399,200,0,37.49,17.1
2401,100,0,5.83,11.58
2402,3600,0,-17590.98,16.89
2404,17800,0,-17869.54,7.55
2406,800,0,-879.89,6.45
2407,32536,0,-20731.45,18.93
2408,9700,0,-64905.13,8.38
2409,2500,0,68900.37,54.84
2410,2600,0,3066.92,73.12
2413,0,0,0,
2414,5900,0,-577.67,41.11
2419,0,0,0,
2422,600,0,-1947.51,19.1
300294,500,0,-198.59,34.08
300296,8000,0,-4655.02,6.28
300297,4900,0,-1329.88,4.84
300298,800,0,-2265.38,33.96
300299,12141,0,-186407.06,7.46
300300,500,0,121.31,5.12
300301,1400,0,-194255.95,4.79
300302,300,0,68.52,11.14
2423,100,0,26.69,9.08
2424,100,0,-17.12,7.71
2428,0,0,0,
2429,13800,0,-44667.25,5.74
2430,1800,0,5060.93,29.31
2434,2000,0,-2249.71,8.2
2435,4400,0,-517.03,4.08
2436,0,0,0,
2438,0,0,0,
2439,400,0,-2646.12,28.75
2440,200,0,-54.69,9.33
2441,200,0,-19.24,8.04
2444,11200,0,233293.52,28.93
2454,700,0,-1914.11,6.05
2459,12500,0,95155.53,41.11
2460,2100,0,218251.12,96.31
2461,27600,0,4005.81,10.69
2463,600,0,250.35,18.72
2465,800,0,-7903.75,10.73
2467,500,0,185.78,5.96
2468,400,0,-1030.34,10.15
2472,600,0,-4459.98,7.23
2474,100,0,2.91,6.14
2475,11500,0,7543.44,55.5
2479,100,0,-4.09,5.7
2483,700,0,-393.45,5.38
2484,105900,0,-119515.82,10.53
2487,6200,0,709.04,8.9
2488,10100,0,-5021.47,6.04
300303,0,0,0,
300307,0,0,0,
300308,5100,0,-2807.01,50.91
300310,1200,0,754.27,5.56
300314,0,0,0,
300315,9000,0,1673.16,5.11
300316,6500,0,-26170.83,30
300320,5200,0,-90745.38,6.82
300322,100,0,-88.08,12.82
300324,2100,0,-226.12,4.16
300327,800,0,-1975.28,33.35
300331,100,0,-12.03,21.06
300337,0,0,0,
300348,300,0,38.06,18.69
300349,100,0,3.81,12.39
300351,300,0,-115.94,9.44
300352,2000,0,-199.19,5.35
300357,0,0,0,
300359,200,0,12.3,5.93
300360,300,0,-86.93,8.85
300363,8775,0,-82316.96,34.53
300364,5300,0,6948.04,8.06
300365,200,0,-858.15,9.75
300366,200,0,-6.73,9.55
300369,7500,0,2614.06,14.75
300373,1800,0,-15033.35,42.25
300375,0,0,0,
300376,13400,0,-1396.02,8.01
300377,600,0,-610.88,8.62
2493,5900,0,2619.66,26.8
2498,0,0,0,
2506,168600,0,-90186.96,4.16
2507,4800,0,-18767.82,40.8
2508,300,0,-19.78,39.72
2511,700,0,-722.02,20.16
2515,10800,0,-3897.79,5.68
2517,6400,0,-226.07,4.86
2518,1200,0,-2442.65,11.66
2520,0,0,0,
2522,100,0,-10795.95,6.36
2527,800,0,-123.08,6.06
2531,48000,0,24053.22,8.19
2532,3900,0,-33131.27,7.56
2533,100,0,-9.08,5.27
2534,4000,0,-877.76,9.08
2537,81200,0,29635.98,7.66
2539,200,0,-52.91,7.27
2540,400,0,9.69,5.12
2541,800,0,-834.75,34.4
2543,100,0,-1916.61,8.28
2544,9000,0,-528.04,16.36
2545,0,0,0,
2548,5800,0,-1710,8.04
2549,2800,0,7537.53,8.19
2550,100,0,-64.18,4.23
2551,0,0,0,
2555,13656,0,-57193.42,29.1
2556,1400,0,-141.69,7.95
300378,16600,0,21573.9,27.27
300381,0,0,0,
300383,0,0,0,
300390,34500,0,135898.34,23.68
300393,462300,0,505210.21,12.71
300394,0,0,0,
300395,2100,0,12373.53,57.24
300396,200,0,-111.15,23.53
300397,500,0,-45.71,19.06
300398,100,0,35.51,16.86
300401,1000,0,1439.36,15.36
300402,2900,0,12.16,16.9
300403,2100,0,-1082.43,6.26
300406,1100,0,3271.68,24.63
300408,9800,0,10467.12,35.88
300409,12800,0,12555.3,14.55
300411,500,0,21.34,9.03
300413,1300,0,-2282.32,69.34
300415,2100,0,-8115.81,13.26
300418,500,0,91.28,19.23
300420,300,0,-32.22,5.74
300423,100,0,-183.36,12.29
300424,5800,0,-8707.73,16.67
300427,2500,0,-7855.73,23.02
300428,100,0,-193.91,13.81
300429,0,0,0,
300433,2100,0,-75956.02,30.69
300435,1600,0,-936.72,12.84
300439,200,0,-287.58,17.85
2557,1400,0,-4574.79,52.88
2560,400,0,7.3,8.35
2563,7300,0,-3476.22,8.88
2565,0,0,0,
2567,600,0,-287.24,8.04
2568,2138,0,33055.94,100.7
2572,1900,0,-1916.95,24.41
2573,0,0,0,
2577,0,0,0,
2582,3700,0,-694.23,12.86
2583,300,0,15.39,6.16
2585,8200,0,4226.28,9.91
2588,2800,0,-414.21,5.1
2589,0,0,0,
2590,400,0,295.75,7.41
2594,18981,0,847536.07,178.6
2595,2400,0,-574.78,27.07
2596,400,0,84.91,5.21
2597,1300,0,-32364.7,32.19
2600,252300,0,-173436.99,12.53
2601,5600,0,2522.47,31.65
2602,12400,0,1035.15,7
2603,200,0,101.85,25.42
2605,200,0,139.27,24.42
2607,2400,0,-6315.92,34.33
2608,1900,0,294.98,7.07
2609,200,0,-351.3,9.21
2613,7100,0,-269.68,4.3
2614,400,0,-29,13.16
300440,300,0,5.14,8.91
300441,200,0,-10.47,8.98
300444,0,0,0,
300447,500,0,324.69,14.78
300448,500,0,-3.51,8.76
300450,3900,0,6457.5,73.8
300451,1600,0,-583.59,13.29
300454,200,0,-427.84,223
300455,100,0,8.47,10.81
300456,0,0,0,
300458,4700,0,-47231.77,32.21
300462,0,0,0,
300463,500,0,-2992.3,44.4
300464,400,0,-266.05,17.08
300465,2000,0,-2255.13,11.9
300470,0,0,0,
300474,2403,0,14875.73,68.14
300475,0,0,0,
300476,300,0,273.84,21.42
300477,16200,0,-8893.83,6.13
300480,700,0,72.05,13.25
300481,100,0,-2510.41,19.71
300486,100,0,39.34,13.73
300487,300,0,-2008.24,40.93
300489,800,0,-2120.28,32.41
300493,500,0,-112.34,7.44
300494,500,0,82.07,14.32
300496,4700,0,-5004.58,104.69
300497,800,0,250.37,14.67
2617,80378,0,15385.21,8.3
2623,1800,0,-4994.94,40.15
2624,5600,0,-9692.36,28.46
2626,6600,0,-21071.74,33.93
2632,900,0,541.99,7.25
2635,200,0,23.31,16.56
2637,100,0,-24.19,12.38
2640,1100,0,-286.89,5.13
2641,500,0,-357.21,6.31
2643,26400,0,-11360.36,19.96
2646,8242,0,208302.34,20.49
2647,37700,0,-54135.02,10.75
2648,600,0,-245.43,26.6
2651,3300,0,390.02,10.93
2653,0,0,0,
2657,100,0,81.38,11.22
2659,9100,0,-3589.57,4.96
2664,1600,0,1251.07,14.91
2666,100,0,-7.08,5.1
2669,600,0,-17142.07,16.25
2673,3900,0,136.38,9.72
2674,13900,0,-50856.8,12.33
2675,2600,0,-13456.61,20.17
2677,200,0,-78.47,15.41
2683,1400,0,930.67,35.6
2685,0,0,0,
2690,400,0,-3642.28,43
2695,900,0,-85.36,22.28
2697,800,0,-88.8,6.59
300502,200,0,-315471.29,55.4
300503,0,0,0,
300504,100,0,63.46,18.15
300511,1700,0,-3212.03,12.63
300516,600,0,-188.63,30.62
300518,1100,0,-71018.04,36.1
300520,0,0,0,
300525,1400,0,-1187.68,27.78
300527,0,0,0,
300529,3100,0,-591.64,70.46
300537,0,0,0,
300541,100,0,-34.45,16.59
300548,15200,0,-38369.07,34.98
300549,2000,0,-300.37,22.98
300552,200,0,973.22,42.95
300558,1900,0,-181979.61,100.64
300559,200,0,-29.03,13.27
300561,900,0,-387.05,16.09
300562,400,0,417.66,21.32
300566,1100,0,-1422.34,32.35
300567,200,0,2881.78,52.6
300568,31100,0,-154875.45,29.81
300569,4300,0,-6014.82,15.81
300572,100,0,234.71,38.69
300573,1800,0,-32906.37,97.4
300575,300,0,230.18,37.93
300576,200,0,-78.28,46.76
300577,146,0,-75151.68,25.85
300578,100,0,-54.53,40.46
2698,2300,0,-266.87,12.38
2701,25600,0,-1559.16,4.93
2702,0,0,0,
2705,2834,0,-1538.61,41.97
2707,15100,0,-1932.4,4.99
2724,0,0,0,
2726,5425,0,5984.59,12.53
2727,12647,0,-70317.94,32.65
2733,8456,0,11394.96,20.29
2734,200,0,-224.41,12.4
2735,100,0,-149.97,36.12
2738,24300,0,-37334.79,25.73
2739,18200,0,-20769.46,17.18
2745,1100,0,-13571.75,13.94
2747,5000,0,123.57,28.75
2749,100,0,-80.64,10.77
2755,100,0,-41.2,12.9
2756,17464,0,-61269.03,44.81
2757,100,0,-2.16,15.2
2758,200,0,-16.54,11.73
2759,3400,0,44163.16,16.67
2761,100,0,-1.12,8.14
2773,2000,0,7352.08,48.11
2783,5600,0,-1112.64,10.01
2791,500,0,-2717.8,145.18
2792,100,0,89.54,17.86
2793,0,0,0,
2797,2400,0,-972.17,9.34
2798,1100,0,289.57,19.69
300580,200,0,-138.46,20.36
300582,2300,0,-1288.45,17.62
300586,0,0,0,
300587,2900,0,-7204.49,13
300590,0,0,0,
300595,5600,0,17786.28,81.84
300596,1100,0,-3123.9,38.96
300601,1500,0,80924.43,174.78
300602,0,0,0,
300604,3700,0,-8483.39,28.34
300607,0,0,0,
300612,200,0,-636.03,19.13
300613,0,0,0,
300617,1000,0,-2903.98,49.97
300618,2400,0,544.75,85.3
300623,200,0,-3769.13,42.1
300624,900,0,-8816.6,52.36
300628,2000,0,4452.34,72.66
300630,100,0,3.92,42.04
300632,5100,0,36.52,13.78
300633,600,0,177.38,24.45
300634,0,0,0,
300638,400,0,-3744.91,58.75
300639,2600,0,-93232.51,37.17
300642,700,0,-334.13,57.03
300653,0,0,0,
300657,0,0,0,
300658,100,0,630.18,30.27
300659,300,0,-3942.54,44.72
2803,1400,0,-1964.18,31.3
2807,900,0,-1629.96,4.1
2810,600,0,-9710.09,32.5
2812,2900,0,7346.67,136.37
2815,100,0,-68.06,14.28
2818,200,0,-2673.76,14.16
2821,1400,0,16085.54,292.97
2824,10400,0,-6724.36,15.56
2829,100,0,231.26,40.98
2831,400,0,-10084.98,28.8
2832,100,0,17530.6,15.6
2833,200,0,-19339.73,39.99
2839,700,0,20.38,5.94
2840,0,0,0,
2841,0,0,0,
2847,200,0,-82712.18,111.78
2850,1800,0,765.69,91.23
2851,604,0,4501.78,33.51
2852,0,0,0,
2859,700,0,-19426.17,25.24
2867,100,0,204.49,25.52
2869,100,0,-49.51,31.73
2876,2000,0,7848.89,46.3
2880,100,0,-84.72,47.27
2884,100,0,-170.45,23.09
2891,1600,0,-1260.24,55.35
2901,1400,0,-11142.32,72.93
2906,1300,0,-874.98,25.78
2911,100,0,63.21,17.1
300660,0,0,0,
300662,400,0,712.95,52.7
300664,200,0,-13.18,7.4
300667,300,0,16.48,25.11
300671,800,0,-155730.79,40.91
300673,100,0,-368.12,29.63
300674,400,0,-6233.06,31.71
300677,7500,0,840133.36,164
300679,800,0,-6424.38,32.72
300680,10000,0,-5852.61,31.68
300684,400,0,161.81,23.06
300685,1000,0,-3523.33,73.17
300686,400,0,-47.21,20.14
300687,100,0,-8383.12,22.59
300690,4100,0,207212.77,58.45
300696,1300,0,3159.91,51.52
300699,1200,0,23076.34,85.1
300702,0,0,0,
300705,2300,0,-167.53,26.43
300708,0,0,0,
300709,0,0,0,
300711,4500,0,-8830.76,18.53
300713,1400,0,-4127.34,22.22
300715,200,0,-433.54,39.61
300718,400,0,-125.71,17.61
300719,2600,0,90021.35,18.18
300720,462,0,19630.48,23.8
300724,6000,0,-15177.7,136
300725,700,0,-176524.18,131.14
2039,3700,0,-1504.78,15.41
2878,100,0,-4.3,20.03
688108,200,0,-20.45,13.29
2777,100,0,10.67,22.2
300094,77800,0,-4848.23,5.1
603313,600,0,-98.36,32.72
600926,400,0,-21.01,14.79
300115,400,0,-59.41,23.5
38,100,0,-3.14,9.43
601877,3700,0,-208.29,36.97
2621,200,0,-20.17,5.54
600831,200,0,-12.23,6.77
2425,500,0,-31.6,7.98
600171,600,0,-67.39,13.51
603737,100,0,208.5,149.11
759,300,0,-12.27,6.06
600741,3100,0,846.99,28.76
600779,700,0,-102.81,73.75
300666,300,0,-95.14,47.18
601012,51900,0,-9705.52,88.4
300443,4300,0,-750.31,32.86
603833,100,0,-144.15,125.37
600111,12000,0,-31.09,12.3
639,10900,0,-509.19,6.19
963,1500,0,-80.9,26.14
300763,2000,0,-652.95,139.53
600649,200,0,-0.18,5.45
300625,100,0,-1.23,15.26
600977,900,0,-10.84,11.98
2368,500,0,-81.92,25.41
601179,26500,0,-1336.99,4.61
688007,200,0,7.37,18.54
2699,7400,0,1060.76,5.77
417,100,0,-0.07,4.83
2960,100,0,-43.55,36.15
600246,2100,0,-149.52,6.99
603203,100,0,-6.48,27.99
925,800,0,14.26,6.24
300522,200,0,-56.68,22.46
603129,500,0,-1149.4,167.1
2129,28300,0,-2080.44,25.24
688006,3090,0,-3755.37,74.5
600641,8700,0,-491.78,19.4
601636,26100,0,441.52,12.3
600563,1500,0,-872.11,101.89
2179,3700,0,-682.06,72
950,100,0,-1.08,5.16
2706,2400,0,36.31,29.69
600660,11600,0,-2124.91,45.93
