"证券代码","证券名称","起始日","归还日","到期日","剩余期限","合约数量","日初合约数量","已用数量","合约金额","使用费率","占用利率","预计占用利息","已还利息","展期后到期日","展期次数","违约金率","合约编号","资产账号","账户名称"
"002288	","超华科技","2021-01-26","2021-02-08","2021-02-09","13","10000","10000","0","81800.00","0.00%","8.50%","19.31","0.00","--","0","18.00%","202101260000000786	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"002340	","格林美","2021-01-26","2021-02-08","2021-02-09","13","400","400","0","3392.00","0.00%","9.00%","0.85","0.00","--","0","18.00%","202101260000000782	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600733	","北汽蓝谷","2021-01-26","2021-02-08","2021-02-09","13","9500","9500","0","94620.00","0.00%","8.50%","22.34","0.00","--","0","18.00%","202101260000000762	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"603919	","金徽酒","2021-01-26","2021-01-29","2021-02-01","5","5100","5100","0","185640.00","0.00%","9.00%","46.41","0.00","--","0","18.00%","202101260000000754	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600559	","老白干酒","2021-01-26","2021-01-29","2021-02-01","5","7000","7000","0","186970.00","0.00%","9.00%","46.74","0.00","--","0","18.00%","202101260000000751	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600543	","莫高股份","2021-01-26","2021-01-29","2021-02-01","5","25900","25900","0","191401.00","0.00%","9.00%","47.85","0.00","--","0","18.00%","202101260000000749	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"002646	","青青稞酒","2021-01-26","2021-01-29","2021-02-01","5","11600","11600","0","184788.00","0.00%","9.00%","46.20","0.00","--","0","18.00%","202101260000000748	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"002340	","格林美","2021-01-26","2021-02-08","2021-02-09","13","9800","9800","0","83104.00","0.00%","9.00%","20.78","0.00","--","0","18.00%","202101260000000741	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"002460	","赣锋锂业","2021-01-26","2021-02-08","2021-02-09","13","1400","1400","0","192360.00","0.00%","9.00%","48.09","0.00","--","0","18.00%","202101260000000652	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600773	","西藏城投","2021-01-25","2021-02-05","2021-02-08","12","22900","22900","22900","210451.00","0.00%","9.00%","105.23","0.00","--","0","18.00%","202101250000001826	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600616	","金枫酒业","2021-01-25","2021-02-05","2021-02-08","12","1200","1200","1200","10188.00","0.00%","9.00%","5.09","0.00","--","0","18.00%","202101250000001818	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"300618	","寒锐钴业","2021-01-25","2021-02-05","2021-02-08","12","1400","1400","1400","151508.00","0.00%","9.00%","75.75","0.00","--","0","18.00%","202101250000001812	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"300123	","亚光科技","2021-01-25","2021-02-01","2021-02-02","6","16600","16600","16600","194552.00","0.00%","9.00%","97.28","0.00","--","0","18.00%","202101250000001810	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"300618	","寒锐钴业","2021-01-22","2021-02-10","2021-02-18","22","500","500","500","53655.00","0.00%","9.00%","67.07","0.00","--","0","18.00%","202101220000000957	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600197	","伊力特","2021-01-22","2021-01-27","2021-01-28","1","4000","4000","4000","96000.00","0.00%","9.00%","120.00","0.00","--","0","18.00%","202101220000000956	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600059	","古越龙山","2021-01-22","2021-01-27","2021-01-28","1","13800","13800","13751","189612.00","0.00%","9.00%","237.01","0.00","--","0","18.00%","202101220000000954	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"002156	","通富微电","2021-01-21","2021-02-03","2021-02-04","8","1600","1600","1600","47440.00","0.00%","8.50%","67.21","0.00","--","0","18.00%","202101210000000960	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"000799	","酒鬼酒","2021-01-21","2021-02-03","2021-02-04","8","1200","1200","1200","221280.00","0.00%","8.50%","313.48","0.00","--","0","18.00%","202101210000000951	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"603005	","晶方科技","2021-01-21","2021-02-02","2021-02-03","7","2300","2300","2300","200491.00","0.00%","9.00%","300.74","0.00","--","0","18.00%","202101210000000942	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"601058	","赛轮轮胎","2021-01-21","2021-02-02","2021-02-03","7","23300","23300","23300","204574.00","0.00%","9.00%","306.86","0.00","--","0","18.00%","202101210000000939	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600967	","内蒙一机","2021-01-21","2021-02-02","2021-02-03","7","10000","10000","10000","121800.00","0.00%","7.00%","142.10","0.00","--","0","18.00%","202101210000000012	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600893	","航发动力","2021-01-21","2021-02-02","2021-02-03","7","1400","1400","1400","102312.00","0.00%","5.00%","85.26","0.00","--","0","18.00%","202101210000000011	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600316	","洪都航空","2021-01-21","2021-02-02","2021-02-03","7","3900","3900","3900","201630.00","0.00%","7.00%","235.24","0.00","--","0","18.00%","202101210000000010	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600776	","东方通信","2021-01-20","2021-02-02","2021-02-03","7","7900","7900","7900","99382.00","0.00%","8.50%","164.26","0.00","--","0","18.00%","202101200000001043	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"002156	","通富微电","2021-01-20","2021-02-02","2021-02-03","7","3400","3400","3400","102272.00","0.00%","8.50%","169.03","0.00","--","0","18.00%","202101200000001035	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"601766	","中国中车","2021-01-20","2021-02-10","2021-02-16","20","19200","19200","19200","131904.00","0.00%","9.00%","230.83","0.00","--","0","18.00%","202101200000000956	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"002460	","赣锋锂业","2021-01-20","2021-02-01","2021-02-02","6","100","100","100","12698.00","0.00%","9.00%","22.22","0.00","--","0","18.00%","202101200000000952	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"601919	","中远海控","2021-01-20","2021-02-01","2021-02-02","6","1500","1500","1500","21060.00","0.00%","5.00%","20.48","0.00","--","0","18.00%","202101200000000048	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600460	","士兰微","2021-01-20","2021-02-10","2021-02-16","20","4200","4200","4200","108360.00","0.00%","7.00%","147.49","0.00","--","0","18.00%","202101200000000047	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"300274	","阳光电源","2021-01-20","2021-02-01","2021-02-02","6","1200","1200","1200","110640.00","0.00%","7.00%","150.59","0.00","--","0","18.00%","202101200000000046	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"000725	","京东方Ａ","2021-01-20","2021-01-29","2021-02-01","5","1200","1200","1200","8052.00","0.00%","5.00%","7.83","0.00","--","0","18.00%","202101200000000045	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"300274	","阳光电源","2021-01-19","2021-02-01","2021-02-02","6","1200","1200","1200","100680.00","0.00%","8.50%","190.17","0.00","--","0","18.00%","202101190000002143	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600855	","航天长峰","2021-01-19","2021-02-01","2021-02-02","6","6200","6200","6200","95294.00","0.00%","8.50%","180.00","0.00","--","0","18.00%","202101190000002142	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600460	","士兰微","2021-01-19","2021-02-01","2021-02-02","6","3700","3700","3700","94720.00","0.00%","8.50%","178.92","0.00","--","0","18.00%","202101190000002126	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600197	","伊力特","2021-01-19","2021-02-01","2021-02-02","6","4100","4100","4100","98974.00","0.00%","8.50%","186.95","0.00","--","0","18.00%","202101190000002124	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600616	","金枫酒业","2021-01-19","2021-01-29","2021-02-01","5","22800","22800","22800","193344.00","0.00%","9.00%","386.69","0.00","--","0","18.00%","202101190000002119	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600893	","航发动力","2021-01-19","2021-02-01","2021-02-02","6","1500","1500","1500","100200.00","0.00%","8.50%","189.27","0.00","--","0","18.00%","202101190000002104	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"601919	","中远海控","2021-01-19","2021-01-29","2021-02-01","5","12800","12800","12800","180224.00","0.00%","9.00%","360.45","0.00","--","0","18.00%","202101190000002078	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"300059	","东方财富","2021-01-19","2021-01-29","2021-02-01","5","5300","5300","5300","196312.00","0.00%","7.00%","305.37","0.00","--","0","18.00%","202101190000000065	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600862	","中航高科","2021-01-19","2021-01-29","2021-02-01","5","2900","2900","2900","104400.00","0.00%","7.00%","162.40","0.00","--","0","18.00%","202101190000000037	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600827	","百联股份","2021-01-19","2021-01-29","2021-02-01","5","4400","4400","4400","86636.00","0.00%","7.00%","134.77","0.00","--","0","18.00%","202101190000000036	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"300059	","东方财富","2021-01-19","2021-01-29","2021-02-01","5","5300","5300","0","196312.00","0.00%","7.00%","305.37","0.00","--","0","18.00%","202101190000000035	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"300001	","特锐德","2021-01-18","2021-01-29","2021-02-01","5","1000","1000","1000","35620.00","0.00%","9.00%","80.14","0.00","--","0","18.00%","202101180000001421	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"002407	","多氟多","2021-01-18","2021-01-29","2021-02-01","5","10000","10000","10000","212300.00","0.00%","7.00%","371.52","0.00","--","0","18.00%","202101180000001415	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"002340	","格林美","2021-01-18","2021-01-29","2021-02-01","5","11900","11900","11900","97699.00","0.00%","8.50%","207.61","0.00","--","0","18.00%","202101180000001414	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600862	","中航高科","2021-01-18","2021-01-29","2021-02-01","5","2700","2700","2700","97443.00","0.00%","8.50%","207.07","0.00","--","0","18.00%","202101180000001407	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600827	","百联股份","2021-01-18","2021-01-29","2021-02-01","5","5600","5600","5600","110040.00","0.00%","8.50%","233.84","0.00","--","0","18.00%","202101180000001406	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"000725	","京东方Ａ","2021-01-18","2021-01-29","2021-02-01","5","29500","29500","29500","201780.00","0.00%","9.00%","454.00","0.00","--","0","18.00%","202101180000001352	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"603799	","华友钴业","2021-01-18","2021-02-10","2021-02-12","16","1000","1000","1000","83100.00","0.00%","9.00%","186.97","0.00","--","0","18.00%","202101180000001328	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"603799	","华友钴业","2021-01-18","2021-01-29","2021-02-01","5","1400","1400","1400","116340.00","0.00%","9.00%","261.76","0.00","--","0","18.00%","202101180000001323	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"000100	","TCL科技","2021-01-18","2021-01-28","2021-01-29","2","21500","21500","21500","216935.00","0.00%","9.00%","488.10","0.00","--","0","18.00%","202101180000001306	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600760	","中航沈飞","2021-01-18","2021-01-27","2021-01-28","1","1900","1900","1900","162260.00","0.00%","5.00%","202.82","0.00","--","0","18.00%","202101180000000151	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600760	","中航沈飞","2021-01-18","2021-01-27","2021-01-28","1","500","500","500","42700.00","0.00%","5.00%","53.38","0.00","--","0","18.00%","202101180000000150	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"300118	","东方日升","2021-01-18","2021-01-28","2021-01-29","2","7700","7700","7700","197428.00","0.00%","7.00%","345.50","0.00","--","0","18.00%","202101180000000149	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"002570	","贝因美","2021-01-18","2021-01-28","2021-01-29","2","26900","26900","26900","139880.00","0.00%","7.00%","244.79","0.00","--","0","18.00%","202101180000000148	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"002389	","航天彩虹","2021-01-18","2021-02-08","2021-02-09","13","6600","6600","6600","204930.00","0.00%","7.00%","358.63","0.00","--","0","18.00%","202101180000000147	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"000738	","航发控制","2021-01-18","2021-01-28","2021-01-29","2","8300","8300","8300","202686.00","0.00%","7.00%","354.70","0.00","--","0","18.00%","202101180000000146	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"000733	","振华科技","2021-01-18","2021-02-01","2021-02-02","6","3800","3800","3800","224466.00","0.00%","7.00%","392.82","0.00","--","0","18.00%","202101180000000145	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"000733	","振华科技","2021-01-18","2021-01-29","2021-02-01","5","1900","1900","0","112233.00","0.00%","7.00%","196.41","0.00","--","0","18.00%","202101180000000130	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"000733	","振华科技","2021-01-18","2021-01-29","2021-02-01","5","1900","1900","0","112233.00","0.00%","8.50%","238.50","0.00","--","0","18.00%","202101180000000125	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"300315	","掌趣科技","2021-01-13","2021-01-26","2021-01-27","0","30000","30000","0","151800.00","0.00%","8.00%","472.27","0.00","--","0","18.00%","202101130000000232	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"300014	","亿纬锂能","2021-01-13","2021-01-26","2021-01-27","0","2200","2200","0","197868.00","0.00%","8.00%","615.59","0.00","--","0","18.00%","202101130000000226	","960000039239	","鸣石宽墨十一号私募证券投资基金"
